timestamp_utc,day_of_week,hour_of_day,minute_bucket,is_weekend,is_sale_day,event_type,baseline_rps,demand_multiplier,actual_rps,avg_latency_ms,p95_latency_ms,error_rate,avg_payload_kb,avg_work_units,recommended_workers
2025-01-01T05:00:00+00:00,Wednesday,5,0,0,0,none,8.96,0.3043,8.519,28.685,36.717,0.0,18.0,8.0,2
2025-01-01T05:15:00+00:00,Wednesday,5,15,0,0,none,8.96,0.3238,9.067,28.987,37.103,0.0,18.0,8.0,2
2025-01-01T05:30:00+00:00,Wednesday,5,30,0,0,none,8.96,0.3517,9.848,29.416,37.652,0.0,18.0,8.0,2
2025-01-01T05:45:00+00:00,Wednesday,5,45,0,0,none,8.96,0.3473,9.725,29.349,37.567,0.0,18.0,8.0,2
2025-01-01T06:00:00+00:00,Wednesday,6,0,0,0,none,21.0,0.7025,19.671,34.819,44.568,0.0,18.0,8.0,2
2025-01-01T06:15:00+00:00,Wednesday,6,15,0,0,none,21.0,0.7393,20.701,35.386,45.294,0.0,18.0,8.0,2
2025-01-01T06:30:00+00:00,Wednesday,6,30,0,0,none,21.0,0.8144,22.803,36.542,46.774,0.0,18.0,8.0,2
2025-01-01T06:45:00+00:00,Wednesday,6,45,0,0,none,21.0,0.8477,23.736,37.055,47.43,0.0,18.0,8.0,2
2025-01-01T07:00:00+00:00,Wednesday,7,0,0,0,none,26.04,0.9485,26.558,38.607,49.417,0.0,18.0,8.0,2
2025-01-01T07:15:00+00:00,Wednesday,7,15,0,0,none,26.04,1.0179,28.502,39.676,50.785,0.0,18.0,8.0,2
2025-01-01T07:30:00+00:00,Wednesday,7,30,0,0,none,26.04,0.9737,27.262,38.994,49.912,0.0,18.0,8.0,2
2025-01-01T07:45:00+00:00,Wednesday,7,45,0,0,none,26.04,0.918,25.703,38.137,48.815,0.0,18.0,8.0,2
2025-01-01T08:00:00+00:00,Wednesday,8,0,0,0,payday,31.08,1.3491,37.774,44.776,57.313,0.0,18.0,8.0,2
2025-01-01T08:15:00+00:00,Wednesday,8,15,0,0,payday,31.08,1.2921,36.178,43.898,56.189,0.0,18.0,8.0,2
2025-01-01T08:30:00+00:00,Wednesday,8,30,0,0,payday,31.08,1.4679,41.1,46.605,59.654,0.0,18.0,8.0,2
2025-01-01T08:45:00+00:00,Wednesday,8,45,0,0,payday,31.08,1.3715,38.403,45.122,57.756,0.0,18.0,8.0,2
2025-01-01T09:00:00+00:00,Wednesday,9,0,0,0,payday,35.0,1.3994,39.182,45.55,58.304,0.0,18.0,8.0,2
2025-01-01T09:15:00+00:00,Wednesday,9,15,0,0,payday,35.0,1.4562,40.773,46.425,59.424,0.0,18.0,8.0,2
2025-01-01T09:30:00+00:00,Wednesday,9,30,0,0,payday,35.0,1.5041,42.116,47.164,60.37,0.0,18.0,8.0,2
2025-01-01T09:45:00+00:00,Wednesday,9,45,0,0,payday,35.0,1.5572,43.603,47.982,61.417,0.0,18.0,8.0,2
2025-01-01T10:00:00+00:00,Wednesday,10,0,0,0,new_year,35.0,2.259,63.251,74.99,104.424,0.0053,18.0,8.0,2
2025-01-01T10:15:00+00:00,Wednesday,10,15,0,0,new_year,35.0,2.0552,57.547,62.588,84.233,0.0016,18.0,8.0,2
2025-01-01T10:30:00+00:00,Wednesday,10,30,0,0,new_year,35.0,2.115,59.221,65.826,89.493,0.0027,18.0,8.0,2
2025-01-01T10:45:00+00:00,Wednesday,10,45,0,0,new_year,35.0,2.4095,67.465,86.64,123.634,0.0079,18.0,8.0,2
2025-01-01T11:00:00+00:00,Wednesday,11,0,0,0,new_year,35.0,2.2086,61.842,71.566,98.831,0.0044,18.0,8.0,2
2025-01-01T11:15:00+00:00,Wednesday,11,15,0,0,new_year,35.0,2.3168,64.871,79.218,111.362,0.0063,18.0,8.0,2
2025-01-01T11:30:00+00:00,Wednesday,11,30,0,0,new_year,35.0,2.3648,66.215,82.964,117.54,0.0071,18.0,8.0,2
2025-01-01T11:45:00+00:00,Wednesday,11,45,0,0,new_year,35.0,2.2754,63.713,76.164,106.347,0.0055,18.0,8.0,2
2025-01-01T12:00:00+00:00,Wednesday,12,0,0,0,new_year,39.76,2.3286,65.202,80.121,112.848,0.0065,18.0,8.0,2
2025-01-01T12:15:00+00:00,Wednesday,12,15,0,0,new_year,39.76,2.3472,65.72,81.559,115.219,0.0068,18.0,8.0,2
2025-01-01T12:30:00+00:00,Wednesday,12,30,0,0,new_year,39.76,2.6606,74.498,110.789,164.469,0.0124,18.0,8.0,2
2025-01-01T12:45:00+00:00,Wednesday,12,45,0,0,new_year,39.76,2.6308,73.663,107.614,159.021,0.0119,18.0,8.0,2
2025-01-01T13:00:00+00:00,Wednesday,13,0,0,0,new_year,39.76,2.2798,63.835,76.478,106.862,0.0056,18.0,8.0,2
2025-01-01T13:15:00+00:00,Wednesday,13,15,0,0,new_year,39.76,2.5187,70.523,96.417,139.998,0.0099,18.0,8.0,2
2025-01-01T13:30:00+00:00,Wednesday,13,30,0,0,new_year,39.76,2.4564,68.778,90.701,130.403,0.0088,18.0,8.0,2
2025-01-01T13:45:00+00:00,Wednesday,13,45,0,0,new_year,39.76,2.4268,67.95,88.116,126.09,0.0082,18.0,8.0,2
2025-01-01T14:00:00+00:00,Wednesday,14,0,0,0,new_year,39.76,2.4224,67.827,87.739,125.462,0.0082,18.0,8.0,2
2025-01-01T14:15:00+00:00,Wednesday,14,15,0,0,new_year,39.76,2.5784,72.195,102.233,149.842,0.0109,18.0,8.0,2
2025-01-01T14:30:00+00:00,Wednesday,14,30,0,0,new_year,39.76,2.6249,73.497,106.993,157.958,0.0118,18.0,8.0,2
2025-01-01T14:45:00+00:00,Wednesday,14,45,0,0,new_year,39.76,2.7018,75.65,115.306,172.262,0.0131,18.0,8.0,2
2025-01-01T15:00:00+00:00,Wednesday,15,0,0,0,new_year,39.76,2.321,64.988,79.536,111.885,0.0064,18.0,8.0,2
2025-01-01T15:15:00+00:00,Wednesday,15,15,0,0,new_year,39.76,2.4859,69.605,93.365,134.865,0.0093,18.0,8.0,2
2025-01-01T15:30:00+00:00,Wednesday,15,30,0,0,new_year,39.76,2.6216,73.405,106.65,157.371,0.0117,18.0,8.0,2
2025-01-01T15:45:00+00:00,Wednesday,15,45,0,0,new_year,39.76,2.4177,67.695,87.336,124.792,0.0081,18.0,8.0,2
2025-01-01T16:00:00+00:00,Wednesday,16,0,0,0,new_year,39.76,2.4814,69.48,92.957,134.181,0.0092,18.0,8.0,2
2025-01-01T16:15:00+00:00,Wednesday,16,15,0,0,new_year,39.76,2.3469,65.713,81.54,115.188,0.0068,18.0,8.0,2
2025-01-01T16:30:00+00:00,Wednesday,16,30,0,0,new_year,39.76,2.7079,75.821,115.99,173.446,0.0132,18.0,8.0,2
2025-01-01T16:45:00+00:00,Wednesday,16,45,0,0,new_year,39.76,2.6856,75.197,113.511,169.16,0.0129,18.0,8.0,2
2025-01-01T17:00:00+00:00,Wednesday,17,0,0,0,new_year,33.04,1.9733,55.253,58.691,77.887,0.0002,18.0,8.0,2
2025-01-01T17:15:00+00:00,Wednesday,17,15,0,0,new_year,33.04,2.0566,57.586,62.659,84.349,0.0016,18.0,8.0,2
2025-01-01T17:30:00+00:00,Wednesday,17,30,0,0,new_year,33.04,2.2131,61.968,71.863,99.315,0.0044,18.0,8.0,2
2025-01-01T17:45:00+00:00,Wednesday,17,45,0,0,new_year,33.04,2.0157,56.44,60.629,81.048,0.0009,18.0,8.0,2
2025-01-01T18:00:00+00:00,Wednesday,18,0,0,0,new_year,33.04,2.1734,60.854,69.306,95.15,0.0037,18.0,8.0,2
2025-01-01T18:15:00+00:00,Wednesday,18,15,0,0,new_year,33.04,1.9492,54.577,57.663,76.204,0.0,18.0,8.0,2
2025-01-01T18:30:00+00:00,Wednesday,18,30,0,0,new_year,33.04,2.1317,59.687,66.787,91.054,0.003,18.0,8.0,2
2025-01-01T18:45:00+00:00,Wednesday,18,45,0,0,new_year,33.04,2.2021,61.66,71.141,98.138,0.0042,18.0,8.0,2
2025-01-01T19:00:00+00:00,Wednesday,19,0,0,0,new_year,33.04,2.1172,59.281,65.948,89.691,0.0027,18.0,8.0,2
2025-01-01T19:15:00+00:00,Wednesday,19,15,0,0,new_year,33.04,1.9665,55.063,58.397,77.406,0.0,18.0,8.0,2
2025-01-01T19:30:00+00:00,Wednesday,19,30,0,0,new_year,33.04,2.1276,59.572,66.547,90.664,0.0029,18.0,8.0,2
2025-01-01T19:45:00+00:00,Wednesday,19,45,0,0,new_year,33.04,2.1438,60.025,67.5,92.213,0.0032,18.0,8.0,2
2025-01-01T20:00:00+00:00,Wednesday,20,0,0,0,new_year,33.04,1.9229,53.84,56.603,74.462,0.0,18.0,8.0,2
2025-01-01T20:15:00+00:00,Wednesday,20,15,0,0,new_year,33.04,2.1827,61.115,69.892,96.104,0.0039,18.0,8.0,2
2025-01-01T20:30:00+00:00,Wednesday,20,30,0,0,new_year,33.04,2.2086,61.842,71.566,98.831,0.0044,18.0,8.0,2
2025-01-01T20:45:00+00:00,Wednesday,20,45,0,0,new_year,33.04,2.0679,57.9,63.243,85.298,0.0018,18.0,8.0,2
2025-01-01T21:00:00+00:00,Wednesday,21,0,0,0,new_year,19.6,1.1661,32.651,41.958,53.706,0.0,18.0,8.0,2
2025-01-01T21:15:00+00:00,Wednesday,21,15,0,0,new_year,19.6,1.2516,35.044,43.274,55.391,0.0,18.0,8.0,2
2025-01-01T21:30:00+00:00,Wednesday,21,30,0,0,new_year,19.6,1.3382,37.471,44.609,57.1,0.0,18.0,8.0,2
2025-01-01T21:45:00+00:00,Wednesday,21,45,0,0,new_year,19.6,1.2826,35.912,43.752,56.003,0.0,18.0,8.0,2
2025-01-01T22:00:00+00:00,Wednesday,22,0,0,0,new_year,19.6,1.1254,31.511,41.331,52.904,0.0,18.0,8.0,2
2025-01-01T22:15:00+00:00,Wednesday,22,15,0,0,new_year,19.6,1.1727,32.835,42.059,53.836,0.0,18.0,8.0,2
2025-01-01T22:30:00+00:00,Wednesday,22,30,0,0,new_year,19.6,1.3321,37.299,44.514,56.978,0.0,18.0,8.0,2
2025-01-01T22:45:00+00:00,Wednesday,22,45,0,0,new_year,19.6,1.2176,34.094,42.752,54.723,0.0,18.0,8.0,2
2025-01-01T23:00:00+00:00,Wednesday,23,0,0,0,none,19.6,0.6967,19.506,34.728,44.452,0.0,18.0,8.0,2
2025-01-01T23:15:00+00:00,Wednesday,23,15,0,0,none,19.6,0.6933,19.413,34.677,44.387,0.0,18.0,8.0,2
2025-01-01T23:30:00+00:00,Wednesday,23,30,0,0,none,19.6,0.7458,20.882,35.485,45.421,0.0,18.0,8.0,2
2025-01-01T23:45:00+00:00,Wednesday,23,45,0,0,none,19.6,0.78,21.84,36.012,46.095,0.0,18.0,8.0,2
2025-01-02T00:00:00+00:00,Thursday,0,0,0,0,none,8.96,0.3026,8.474,28.661,36.686,0.0,18.0,8.0,2
2025-01-02T00:15:00+00:00,Thursday,0,15,0,0,none,8.96,0.3051,8.543,28.699,36.735,0.0,18.0,8.0,2
2025-01-02T00:30:00+00:00,Thursday,0,30,0,0,none,8.96,0.3412,9.553,29.254,37.445,0.0,18.0,8.0,2
2025-01-02T00:45:00+00:00,Thursday,0,45,0,0,none,8.96,0.3382,9.469,29.208,37.386,0.0,18.0,8.0,2
2025-01-02T01:00:00+00:00,Thursday,1,0,0,0,none,8.96,0.3069,8.592,28.726,36.769,0.0,18.0,8.0,2
2025-01-02T01:15:00+00:00,Thursday,1,15,0,0,none,8.96,0.3342,9.357,29.146,37.307,0.0,18.0,8.0,2
2025-01-02T01:30:00+00:00,Thursday,1,30,0,0,none,8.96,0.3291,9.215,29.068,37.207,0.0,18.0,8.0,2
2025-01-02T01:45:00+00:00,Thursday,1,45,0,0,none,8.96,0.3427,9.595,29.277,37.475,0.0,18.0,8.0,2
2025-01-02T02:00:00+00:00,Thursday,2,0,0,0,none,8.96,0.3195,8.946,28.92,37.018,0.0,18.0,8.0,2
2025-01-02T02:15:00+00:00,Thursday,2,15,0,0,none,8.96,0.3076,8.614,28.738,36.785,0.0,18.0,8.0,2
2025-01-02T02:30:00+00:00,Thursday,2,30,0,0,none,8.96,0.3528,9.878,29.433,37.674,0.0,18.0,8.0,2
2025-01-02T02:45:00+00:00,Thursday,2,45,0,0,none,8.96,0.3381,9.467,29.207,37.385,0.0,18.0,8.0,2
2025-01-02T03:00:00+00:00,Thursday,3,0,0,0,none,8.96,0.3304,9.252,29.089,37.234,0.0,18.0,8.0,2
2025-01-02T03:15:00+00:00,Thursday,3,15,0,0,none,8.96,0.3468,9.711,29.341,37.556,0.0,18.0,8.0,2
2025-01-02T03:30:00+00:00,Thursday,3,30,0,0,none,8.96,0.3244,9.084,28.996,37.115,0.0,18.0,8.0,2
2025-01-02T03:45:00+00:00,Thursday,3,45,0,0,none,8.96,0.3368,9.43,29.187,37.359,0.0,18.0,8.0,2
2025-01-02T04:00:00+00:00,Thursday,4,0,0,0,none,8.96,0.3249,9.097,29.003,37.124,0.0,18.0,8.0,2
2025-01-02T04:15:00+00:00,Thursday,4,15,0,0,none,8.96,0.3164,8.858,28.872,36.956,0.0,18.0,8.0,2
2025-01-02T04:30:00+00:00,Thursday,4,30,0,0,none,8.96,0.3254,9.112,29.012,37.135,0.0,18.0,8.0,2
2025-01-02T04:45:00+00:00,Thursday,4,45,0,0,none,8.96,0.3306,9.257,29.091,37.236,0.0,18.0,8.0,2
2025-01-02T05:00:00+00:00,Thursday,5,0,0,0,none,8.96,0.3369,9.434,29.189,37.362,0.0,18.0,8.0,2
2025-01-02T05:15:00+00:00,Thursday,5,15,0,0,none,8.96,0.3508,9.823,29.403,37.636,0.0,18.0,8.0,2
2025-01-02T05:30:00+00:00,Thursday,5,30,0,0,none,8.96,0.3461,9.69,29.329,37.541,0.0,18.0,8.0,2
2025-01-02T05:45:00+00:00,Thursday,5,45,0,0,none,8.96,0.3603,10.088,29.548,37.821,0.0,18.0,8.0,2
2025-01-02T06:00:00+00:00,Thursday,6,0,0,0,none,21.0,0.7593,21.26,35.693,45.687,0.0,18.0,8.0,2
2025-01-02T06:15:00+00:00,Thursday,6,15,0,0,none,21.0,0.7349,20.578,35.318,45.207,0.0,18.0,8.0,2
2025-01-02T06:30:00+00:00,Thursday,6,30,0,0,none,21.0,0.7512,21.033,35.568,45.527,0.0,18.0,8.0,2
2025-01-02T06:45:00+00:00,Thursday,6,45,0,0,none,21.0,0.7894,22.102,36.156,46.28,0.0,18.0,8.0,2
2025-01-02T07:00:00+00:00,Thursday,7,0,0,0,none,26.04,0.8978,25.139,37.826,48.417,0.0,18.0,8.0,2
2025-01-02T07:15:00+00:00,Thursday,7,15,0,0,none,26.04,0.9062,25.372,37.955,48.582,0.0,18.0,8.0,2
2025-01-02T07:30:00+00:00,Thursday,7,30,0,0,none,26.04,0.9361,26.21,38.416,49.172,0.0,18.0,8.0,2
2025-01-02T07:45:00+00:00,Thursday,7,45,0,0,none,26.04,1.0004,28.011,39.406,50.44,0.0,18.0,8.0,2
2025-01-02T08:00:00+00:00,Thursday,8,0,0,0,none,31.08,1.0411,29.152,40.034,51.244,0.0,18.0,8.0,2
2025-01-02T08:15:00+00:00,Thursday,8,15,0,0,none,31.08,1.1801,33.043,42.174,53.983,0.0,18.0,8.0,2
2025-01-02T08:30:00+00:00,Thursday,8,30,0,0,none,31.08,1.2281,34.386,42.912,54.927,0.0,18.0,8.0,2
2025-01-02T08:45:00+00:00,Thursday,8,45,0,0,none,31.08,1.1275,31.57,41.364,52.946,0.0,18.0,8.0,2
2025-01-02T09:00:00+00:00,Thursday,9,0,0,0,none,35.0,1.2446,34.849,43.167,55.254,0.0,18.0,8.0,2
2025-01-02T09:15:00+00:00,Thursday,9,15,0,0,none,35.0,1.3773,38.565,45.211,57.87,0.0,18.0,8.0,2
2025-01-02T09:30:00+00:00,Thursday,9,30,0,0,none,35.0,1.3743,38.48,45.164,57.81,0.0,18.0,8.0,2
2025-01-02T09:45:00+00:00,Thursday,9,45,0,0,none,35.0,1.2948,36.255,43.94,56.243,0.0,18.0,8.0,2
2025-01-02T10:00:00+00:00,Thursday,10,0,0,0,none,35.0,1.2962,36.293,43.961,56.27,0.0,18.0,8.0,2
2025-01-02T10:15:00+00:00,Thursday,10,15,0,0,none,35.0,1.3771,38.558,45.207,57.865,0.0,18.0,8.0,2
2025-01-02T10:30:00+00:00,Thursday,10,30,0,0,none,35.0,1.3114,36.719,44.195,56.57,0.0,18.0,8.0,2
2025-01-02T10:45:00+00:00,Thursday,10,45,0,0,none,35.0,1.4158,39.643,45.804,58.629,0.0,18.0,8.0,2
2025-01-02T11:00:00+00:00,Thursday,11,0,0,0,none,35.0,1.1909,33.346,42.34,54.195,0.0,18.0,8.0,2
2025-01-02T11:15:00+00:00,Thursday,11,15,0,0,none,35.0,1.1989,33.571,42.464,54.354,0.0,18.0,8.0,2
2025-01-02T11:30:00+00:00,Thursday,11,30,0,0,none,35.0,1.3649,38.217,45.019,57.624,0.0,18.0,8.0,2
2025-01-02T11:45:00+00:00,Thursday,11,45,0,0,none,35.0,1.2597,35.273,43.4,55.552,0.0,18.0,8.0,2
2025-01-02T12:00:00+00:00,Thursday,12,0,0,0,none,39.76,1.5281,42.787,47.533,60.842,0.0,18.0,8.0,2
2025-01-02T12:15:00+00:00,Thursday,12,15,0,0,none,39.76,1.3523,37.864,44.825,57.376,0.0,18.0,8.0,2
2025-01-02T12:30:00+00:00,Thursday,12,30,0,0,none,39.76,1.5514,43.439,47.891,61.3,0.0,18.0,8.0,2
2025-01-02T12:45:00+00:00,Thursday,12,45,0,0,none,39.76,1.574,44.071,48.239,61.746,0.0,18.0,8.0,2
2025-01-02T13:00:00+00:00,Thursday,13,0,0,0,none,39.76,1.365,38.221,45.022,57.628,0.0,18.0,8.0,2
2025-01-02T13:15:00+00:00,Thursday,13,15,0,0,none,39.76,1.4206,39.778,45.878,58.724,0.0,18.0,8.0,2
2025-01-02T13:30:00+00:00,Thursday,13,30,0,0,none,39.76,1.4132,39.569,45.763,58.577,0.0,18.0,8.0,2
2025-01-02T13:45:00+00:00,Thursday,13,45,0,0,none,39.76,1.4233,39.852,45.919,58.776,0.0,18.0,8.0,2
2025-01-02T14:00:00+00:00,Thursday,14,0,0,0,none,39.76,1.4634,40.976,46.537,59.567,0.0,18.0,8.0,2
2025-01-02T14:15:00+00:00,Thursday,14,15,0,0,none,39.76,1.8276,51.172,53.308,68.963,0.0,18.0,8.0,2
2025-01-02T14:30:00+00:00,Thursday,14,30,0,0,none,39.76,1.585,44.38,48.409,61.964,0.0,18.0,8.0,2
2025-01-02T14:45:00+00:00,Thursday,14,45,0,0,none,39.76,1.6215,45.402,48.971,62.683,0.0,18.0,8.0,2
2025-01-02T15:00:00+00:00,Thursday,15,0,0,0,none,39.76,1.5152,42.427,47.335,60.589,0.0,18.0,8.0,2
2025-01-02T15:15:00+00:00,Thursday,15,15,0,0,none,39.76,1.5497,43.392,47.866,61.268,0.0,18.0,8.0,2
2025-01-02T15:30:00+00:00,Thursday,15,30,0,0,none,39.76,1.425,39.9,45.945,58.81,0.0,18.0,8.0,2
2025-01-02T15:45:00+00:00,Thursday,15,45,0,0,none,39.76,1.4591,40.854,46.47,59.482,0.0,18.0,8.0,2
2025-01-02T16:00:00+00:00,Thursday,16,0,0,0,none,39.76,1.391,38.949,45.422,58.14,0.0,18.0,8.0,2
2025-01-02T16:15:00+00:00,Thursday,16,15,0,0,none,39.76,1.365,38.22,45.021,57.627,0.0,18.0,8.0,2
2025-01-02T16:30:00+00:00,Thursday,16,30,0,0,none,39.76,1.4519,40.652,46.359,59.34,0.0,18.0,8.0,2
2025-01-02T16:45:00+00:00,Thursday,16,45,0,0,none,39.76,1.6205,45.373,48.955,62.662,0.0,18.0,8.0,2
2025-01-02T17:00:00+00:00,Thursday,17,0,0,0,none,33.04,1.13,31.639,41.401,52.993,0.0,18.0,8.0,2
2025-01-02T17:15:00+00:00,Thursday,17,15,0,0,none,33.04,1.2247,34.291,42.86,54.861,0.0,18.0,8.0,2
2025-01-02T17:30:00+00:00,Thursday,17,30,0,0,none,33.04,1.3198,36.953,44.324,56.735,0.0,18.0,8.0,2
2025-01-02T17:45:00+00:00,Thursday,17,45,0,0,none,33.04,1.339,37.492,44.621,57.115,0.0,18.0,8.0,2
2025-01-02T18:00:00+00:00,Thursday,18,0,0,0,none,33.04,1.1453,32.067,41.637,53.295,0.0,18.0,8.0,2
2025-01-02T18:15:00+00:00,Thursday,18,15,0,0,none,33.04,1.2749,35.696,43.633,55.85,0.0,18.0,8.0,2
2025-01-02T18:30:00+00:00,Thursday,18,30,0,0,none,33.04,1.1652,32.626,41.944,53.688,0.0,18.0,8.0,2
2025-01-02T18:45:00+00:00,Thursday,18,45,0,0,none,33.04,1.3524,37.868,44.827,57.379,0.0,18.0,8.0,2
2025-01-02T19:00:00+00:00,Thursday,19,0,0,0,none,33.04,1.1201,31.363,41.25,52.8,0.0,18.0,8.0,2
2025-01-02T19:15:00+00:00,Thursday,19,15,0,0,none,33.04,1.1248,31.494,41.322,52.892,0.0,18.0,8.0,2
2025-01-02T19:30:00+00:00,Thursday,19,30,0,0,none,33.04,1.219,34.133,42.773,54.749,0.0,18.0,8.0,2
2025-01-02T19:45:00+00:00,Thursday,19,45,0,0,none,33.04,1.3265,37.143,44.429,56.869,0.0,18.0,8.0,2
2025-01-02T20:00:00+00:00,Thursday,20,0,0,0,none,33.04,1.1773,32.965,42.131,53.928,0.0,18.0,8.0,2
2025-01-02T20:15:00+00:00,Thursday,20,15,0,0,none,33.04,1.1676,32.693,41.981,53.736,0.0,18.0,8.0,2
2025-01-02T20:30:00+00:00,Thursday,20,30,0,0,none,33.04,1.1782,32.989,42.144,53.944,0.0,18.0,8.0,2
2025-01-02T20:45:00+00:00,Thursday,20,45,0,0,none,33.04,1.196,33.489,42.419,54.296,0.0,18.0,8.0,2
2025-01-02T21:00:00+00:00,Thursday,21,0,0,0,none,19.6,0.6732,18.849,34.367,43.99,0.0,18.0,8.0,2
2025-01-02T21:15:00+00:00,Thursday,21,15,0,0,none,19.6,0.6731,18.847,34.366,43.988,0.0,18.0,8.0,2
2025-01-02T21:30:00+00:00,Thursday,21,30,0,0,none,19.6,0.7302,20.446,35.245,45.114,0.0,18.0,8.0,2
2025-01-02T21:45:00+00:00,Thursday,21,45,0,0,none,19.6,0.8007,22.418,36.33,46.502,0.0,18.0,8.0,2
2025-01-02T22:00:00+00:00,Thursday,22,0,0,0,none,19.6,0.7121,19.94,34.967,44.758,0.0,18.0,8.0,2
2025-01-02T22:15:00+00:00,Thursday,22,15,0,0,none,19.6,0.7452,20.866,35.476,45.409,0.0,18.0,8.0,2
2025-01-02T22:30:00+00:00,Thursday,22,30,0,0,none,19.6,0.7337,20.544,35.299,45.183,0.0,18.0,8.0,2
2025-01-02T22:45:00+00:00,Thursday,22,45,0,0,none,19.6,0.7535,21.097,35.603,45.572,0.0,18.0,8.0,2
2025-01-02T23:00:00+00:00,Thursday,23,0,0,0,none,19.6,0.7537,21.104,35.607,45.577,0.0,18.0,8.0,2
2025-01-02T23:15:00+00:00,Thursday,23,15,0,0,none,19.6,0.7591,21.256,35.691,45.684,0.0,18.0,8.0,2
2025-01-02T23:30:00+00:00,Thursday,23,30,0,0,none,19.6,0.7052,19.747,34.861,44.622,0.0,18.0,8.0,2
2025-01-02T23:45:00+00:00,Thursday,23,45,0,0,none,19.6,0.7162,20.053,35.029,44.837,0.0,18.0,8.0,2
2025-01-03T00:00:00+00:00,Friday,0,0,0,0,none,8.96,0.3241,9.074,28.991,37.108,0.0,18.0,8.0,2
2025-01-03T00:15:00+00:00,Friday,0,15,0,0,none,8.96,0.3151,8.822,28.852,36.931,0.0,18.0,8.0,2
2025-01-03T00:30:00+00:00,Friday,0,30,0,0,none,8.96,0.3459,9.684,29.326,37.537,0.0,18.0,8.0,2
2025-01-03T00:45:00+00:00,Friday,0,45,0,0,none,8.96,0.3652,10.225,29.624,37.919,0.0,18.0,8.0,2
2025-01-03T01:00:00+00:00,Friday,1,0,0,0,none,8.96,0.3025,8.471,28.659,36.684,0.0,18.0,8.0,2
2025-01-03T01:15:00+00:00,Friday,1,15,0,0,none,8.96,0.3354,9.392,29.166,37.332,0.0,18.0,8.0,2
2025-01-03T01:30:00+00:00,Friday,1,30,0,0,none,8.96,0.3438,9.625,29.294,37.496,0.0,18.0,8.0,2
2025-01-03T01:45:00+00:00,Friday,1,45,0,0,none,8.96,0.3376,9.453,29.199,37.375,0.0,18.0,8.0,2
2025-01-03T02:00:00+00:00,Friday,2,0,0,0,none,8.96,0.3349,9.376,29.157,37.321,0.0,18.0,8.0,2
2025-01-03T02:15:00+00:00,Friday,2,15,0,0,none,8.96,0.3156,8.835,28.859,36.94,0.0,18.0,8.0,2
